ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
4CVF9UG,2010-03-28,2011-03-27,Male,41,2010-03-28,1,Saloon,Grey,Lexus,Ikorodu,Lagos,Car Classic,1
4CZIUD5,2010-09-16,2011-09-15,Female,60,2010-09-16,1,Saloon,,TOYOTA,,,Car Classic,0
4D2G74S,2010-12-18,2011-12-17,Male,6,2010-12-18,2,,Red,TOYOTA,Surulere,Lagos,Car Classic,0
4D2IB2X,2010-04-30,2011-04-29,Male,40,2010-04-30,1,,,TOYOTA,Lagos Mainland,Lagos,CarSafe,0
4D70UOM,2010-02-12,2011-02-10,Male,35,2010-02-12,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
4D7M5MD,2010-11-17,2011-05-16,Male,29,2010-11-17,1,Saloon,,TOYOTA,,,Car Classic,0
4D8UKK9,2010-02-22,2011-02-21,Male,33,2010-02-22,1,Saloon,,Kia,,,CarSafe,0
4DEAW41,2010-09-13,2011-09-12,Male,37,2010-09-13,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
4DH1OWA,2010-07-11,2011-06-11,Male,36,2010-07-11,1,Saloon,Blue,Honda,Lekki,Lagos,Car Classic,0
4DKHSNH,2010-04-04,2011-04-03,Male,31,2010-04-04,1,JEEP,Grey,Mercedes,,,Car Plus,1
4DU1FAF,2010-09-03,2011-09-02,Male,31,2010-09-03,1,Saloon,Gold,TOYOTA,,,Car Classic,1
4DUWTFU,2010-10-21,2011-10-20,Female,39,2010-10-21,1,,,,,,CarSafe,0
4DYK7ZD,2010-08-19,2011-08-18,Entity,10,2010-08-19,3,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,0
4E259D1,2010-12-01,2011-03-01,Male,39,2010-12-01,2,JEEP,,Lexus,,,CarFlex,0
4E49YY7,2010-09-23,2011-09-22,Female,32,2010-09-23,1,Saloon,As Attached,TOYOTA,Calabar,Cross-River,Car Classic,1
4EE58MI,2010-03-26,2011-03-25,Female,120,2010-03-26,2,,Black,Range Rover,Ikoyi,Lagos,Car Classic,0
4EENDY0,2010-07-03,2011-07-02,Male,30,2010-07-03,1,Saloon,,Mercedes,,,CarSafe,0
4EKZPSF,2010-02-04,2011-02-03,Female,64,2010-02-04,1,JEEP,Blue,Honda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
4EP1B0P,2010-02-27,2011-02-26,Male,63,2010-02-27,1,,As Attached,Mercedes,Lagos,Lagos,Car Classic,0
4EPTASV,2010-09-30,2011-09-29,Male,30,2010-09-30,1,,,,,,CarSafe,0
4ERS9OB,2010-05-03,2011-05-02,Female,46,2010-05-03,3,Saloon,Black,TOYOTA,,,Car Classic,0
4EVS0FB,2010-11-20,2011-11-19,Female,32,2010-11-20,1,,,,,,Car Plus,0
4EY7ZDN,2010-12-10,2011-12-09,Female,30,2010-12-10,1,,,,,,CarSafe,0
4F4UK9M,2010-10-31,2011-10-30,Male,45,2010-10-31,2,JEEP,,Mercedes,Owerri-Municipal,Owerri-Municipal,Car Classic,0
4F7417A,2010-05-17,2011-04-27,Entity,42,2010-05-17,1,,White,Iveco,Victoria Island,Lagos,CVTP,1
4FI5V2F,2010-01-28,2011-01-27,Male,52,2010-01-28,2,Saloon,,TOYOTA,,,CarSafe,0
4FOAA2N,2010-04-04,2011-04-03,Female,40,2010-04-04,5,,,Hyundai,Somolu,Lagos,Car Classic,0
4FRGKPF,2010-01-25,2011-01-24,Male,61,2010-01-25,1,Saloon,,TOYOTA,,,CarSafe,0
4FS3VHM,2010-10-31,2011-10-30,Female,32,2010-10-31,1,Saloon,Silver,Hyundai,Ikeja,Lagos,Car Classic,0
4FSZG5Y,2010-10-30,2011-10-29,Male,46,2010-10-30,2,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1
4FZ3VAP,2010-04-01,2011-03-31,Female,34,2010-04-01,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
4G39ES2,2010-06-21,2011-06-20,Female,40,2010-06-21,1,JEEP,Green,Hyundai,,,Car Classic,0
4GA712V,2010-10-24,2011-10-23,Male,59,2010-10-24,1,,,,,,CarSafe,0
4GF1JCJ,2010-02-01,2011-01-31,Male,2,2010-02-01,1,Saloon,Ash,TOYOTA,,,Car Classic,0
4GJE81M,2010-08-06,2011-08-05,Joint Gender,12,2010-08-06,2,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
4GL7LE3,2010-07-30,2011-07-27,Male,36,2010-07-30,1,JEEP,White,Lexus,,,Car Classic,0
4GM9P9W,2010-11-30,2011-11-29,Female,41,2010-11-30,1,Saloon,Black,Kia,,,Car Classic,0
4GMT4D1,2010-02-18,2011-01-14,Male,40,2010-02-18,1,Saloon,Black,TOYOTA,Shagamu,Ogun,Car Classic,0
4GR12OW,2010-08-26,2011-08-25,NO GENDER,20,2010-08-26,3,Saloon,,Renault,GBAGADA,Benue,Car Classic,0
4H1UWQW,2010-12-09,2011-12-08,Female,39,2010-12-09,1,,,,Abuja,Abuja,Car Classic,0
4H2V6EP,2010-03-14,2011-03-13,Male,41,2010-03-14,1,Saloon,,TOYOTA,,,CarSafe,0
4H7L0MM,2010-10-21,2011-10-20,Male,40,2010-10-21,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
4HKOCZQ,2010-11-19,2011-05-18,Male,41,2010-11-19,1,,,,Isolo,Benue,Car Classic,1
4I5NTGN,2010-09-06,2011-09-05,Female,49,2010-09-06,1,,,,,,CarSafe,0
4I9AG8Z,2010-11-20,2011-05-20,Male,44,2010-11-20,1,,,,Victoria Island,Lagos,Car Classic,0
4I9DHBE,2010-02-11,2011-02-10,Female,35,2010-02-11,1,Saloon,Black,TOYOTA,,,Car Classic,0
4IMU7JU,2010-04-13,2011-04-12,Female,40,2010-04-13,1,Saloon,Grey,TOYOTA,,,Car Classic,0
4IP3WQY,2010-05-22,2011-05-22,Male,36,2010-05-22,2,JEEP,,BMW,,,CarFlex,0
4IV0HO9,2010-10-30,2011-04-28,Male,36,2010-10-30,1,Saloon,Wine,Lexus,,,Car Plus,0
4IVQ2AU,2010-11-15,2011-11-14,Male,60,2010-11-15,1,,,,,,CarSafe,0
4J1VZ3Y,2010-03-30,2011-03-29,Female,29,2010-03-30,1,Saloon,Silver,TOYOTA,,,Car Plus,0
4J45KN3,2010-02-11,2011-02-10,Male,35,2010-02-11,1,Saloon,Silver,TOYOTA,Abeokuta,Ogun,Car Classic,0
4J69ACL,2010-08-20,2011-08-19,Female,41,2010-08-20,1,,,,,,CarSafe,0
4JBE8ZR,2010-06-17,2011-06-16,Male,64,2010-06-17,1,Saloon,Black,TOYOTA,Ife Central,Ife-Central,Car Classic,0
4JCN3L7,2010-05-31,2011-05-30,Female,53,2010-05-31,1,Saloon,Black,Honda,Olorunsogo,Benue,Car Classic,1
4JIZAJW,2010-04-04,2011-04-02,Male,63,2010-04-04,1,,White,Mack,Victoria Island,Lagos,CVTP,1
4JJ1QSY,2010-11-05,2011-05-02,Female,41,2010-11-05,1,,,,,,CarFlex,0
4JK17EW,2010-12-13,2011-12-12,Male,30,2010-12-13,1,,,,,,Car Classic,0
4JKPSXL,2010-01-21,2011-01-20,Female,35,2010-01-21,1,Saloon,Gold,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,1
4JOBWT8,2010-11-19,2011-06-06,Male,27,2010-11-19,1,,,,Victoria Island,Lagos,CVTP,0
4JQAWML,2010-11-22,2011-11-21,Female,38,2010-11-22,1,,,,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
4JR3J4O,2010-07-31,2011-07-30,Female,34,2010-07-31,1,Saloon,Black,TOYOTA,,,Car Classic,0
4JSBCAA,2010-08-30,2011-08-28,Male,45,2010-08-30,3,JEEP,,Lexus,Owerri-Municipal,Owerri-Municipal,Car Classic,0
4JXPURX,2010-06-18,2011-06-17,Female,38,2010-06-18,1,Saloon,,Ford,,,CarSafe,0
4JYJ27H,2010-02-26,2011-02-13,Male,39,2010-02-26,1,,Blue,Iveco,Victoria Island,Lagos,CVTP,0
4JZ1D5W,2010-07-29,2011-07-28,Male,42,2010-07-29,1,JEEP,Silver,Mitsubishi,,,Car Classic,0
4K3L1UG,2010-09-26,2011-09-25,Male,27,2010-09-26,1,,,,,,Car Classic,0
4K5WKIN,2010-01-01,2010-12-31,Male,33,2010-01-01,1,Saloon,Black,Mercedes,,,Car Classic,0
4KA6VAZ,2010-02-20,2011-02-19,Male,46,2010-02-20,1,JEEP,Black,ACURA,Eti-Osa,Eti-Osa,Car Classic,0
4KDYIVH,2010-02-02,2011-02-01,Male,69,2010-02-02,3,Saloon,Black,Honda,Eti-Osa,Eti-Osa,CarSafe,0
4KL27S0,2010-10-29,2011-10-28,Male,34,2010-10-29,1,,,,,,Car Classic,0
4KNAJCJ,2010-04-09,2011-04-08,Male,1,2010-04-09,1,Saloon,Grey,TOYOTA,,,Car Classic,0
4KNMWPE,2010-07-24,2011-07-23,Male,39,2010-07-24,1,JEEP,As Attached,TOYOTA,Surulere,Lagos,Car Classic,0
4KPM6HT,2010-09-20,2011-09-19,Male,1,2010-09-20,1,,,,,,CarSafe,0
4KQE94K,2010-07-25,2011-07-24,Male,6,2010-07-25,2,,As Attached,Porsche,,,Car Classic,0
4KSNWQY,2010-04-24,2011-03-27,NO GENDER,25,2010-04-24,1,Truck,As Attached,Iveco,Victoria Island,Lagos,CVTP,1
4KTC4T6,2010-04-11,2011-04-10,,72,2010-04-11,1,,Black,Honda,Victoria Island,Lagos,Customized Motor,0
4KZ4SBF,2010-05-08,2011-05-05,Female,45,2010-05-08,2,Saloon,Black,Skoda,Eti-Osa,Eti-Osa,Car Classic,0
4KZSCTX,2010-10-30,2011-05-01,,120,2010-10-30,1,,,,Victoria Island,Lagos,CVTP,0
4L2041V,2010-08-19,2011-01-23,Female,39,2010-08-19,2,JEEP,,TOYOTA,,,Car Plus,0
4L2M86Y,2010-04-12,2011-04-11,Female,33,2010-04-12,1,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0
4LBJSIZ,2010-06-24,2011-06-23,Male,44,2010-06-24,1,Saloon,Grey,TOYOTA,,,Car Classic,1
4LIUCKO,2010-12-10,2011-12-09,Male,32,2010-12-10,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0
4LO115I,2010-06-03,2011-06-02,Male,47,2010-06-03,1,Saloon,Ash,Jaguar,,,Car Classic,0
4M21TLY,2010-02-28,2011-02-27,Male,40,2010-02-28,1,Saloon,,Honda,,,CarSafe,0
4M4EKVF,2010-10-10,2011-04-09,Male,42,2010-10-10,1,JEEP,White,Lexus,,,Car Classic,0
4M5RMDB,2010-10-23,2011-10-22,Female,49,2010-10-23,1,Saloon,Black,Lexus,,,Car Classic,0
4M89G9Y,2010-06-18,2011-06-17,Female,44,2010-06-18,1,Saloon,,Hyundai,,,CarSafe,0
4M8QYZ3,2010-02-01,2011-01-31,Male,84,2010-02-01,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
4MCYXJ0,2010-03-12,2011-03-11,Female,42,2010-03-12,2,Saloon,Black,TOYOTA,Maryland,Lagos,Car Classic,0
4MEEE1D,2010-08-06,2011-08-05,Male,21,2010-08-06,1,,,,,,Car Classic,0
4MO0YNJ,2010-12-13,2011-12-12,Male,42,2010-12-13,1,,,,,,CarSafe,0
4MQNP4G,2010-07-12,2011-07-10,Male,45,2010-07-12,2,Saloon,Green,TOYOTA,Ebute-Metta,Lagos,Car Classic,0
4MT6IU4,2010-11-25,2011-11-23,Male,49,2010-11-25,1,,,,,,CarSafe,0
4MTWO2P,2010-03-22,2011-03-21,Male,31,2010-03-22,1,Saloon,,Nissan,,,CarSafe,0
4MVG3NP,2010-10-19,2011-10-18,Male,36,2010-10-19,2,,,,Victoria Island,Lagos,Car Classic,0
4MVUK1J,2010-06-01,2011-05-31,Male,60,2010-06-01,1,Saloon,Ash,TOYOTA,,,Car Classic,0
4MYWNJO,2010-01-07,2011-01-06,Male,50,2010-01-07,1,Saloon,,Mercedes,Obia/Akpor,Obia-Akpor,CarSafe,0
4N1WDRG,2010-10-07,2011-03-06,Male,36,2010-10-07,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Plus,0
4N792YQ,2010-12-03,2011-06-02,Male,33,2010-12-03,2,Saloon,,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,0
4N7B57N,2010-01-19,2011-01-18,Female,40,2010-01-19,1,JEEP,Red,TOYOTA,Lagos Island,Lagos,Car Classic,0
4ND7TSF,2010-10-04,2011-10-03,Male,46,2010-10-04,3,,Blue,Honda,Lagos Island,Lagos,Car Plus,0
4ND8TM8,2010-03-22,2011-03-21,Male,70,2010-03-22,1,JEEP,,TOYOTA,Jos North,Jos-North,Car Classic,0
4NDBMB4,2010-02-26,2011-02-25,Male,70,2010-02-26,2,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0
4NI46KF,2010-12-29,2011-12-28,Male,48,2010-12-29,1,Saloon,,TOYOTA,Oguta,Imo,Customized Motor,0
4NQTOFE,2010-08-15,2011-02-12,Female,33,2010-08-15,1,,,,,,Car Classic,0
4NSZYFC,2010-06-21,2011-06-20,Male,37,2010-06-21,2,Saloon,Silver,TOYOTA,Abuja,Abuja,Car Classic,0
4NVHRKJ,2010-04-06,2011-04-05,Male,37,2010-04-06,1,Saloon,,Chrysler,,,CarSafe,0
4NWT14D,2010-03-08,2011-03-07,Entity,20,2010-03-08,1,Saloon,Black,TOYOTA,Ikoyi,Lagos,Car Classic,1
4NYTCCY,2010-01-14,2011-01-13,Male,35,2010-01-14,2,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
4NYWDE9,2010-10-14,2011-10-13,Female,53,2010-10-14,1,,,,,,Car Classic,0
4O0IMX5,2010-07-23,2011-07-22,Joint Gender,50,2010-07-23,1,Saloon,,TOYOTA,,,CarSafe,0
4O1N9WW,2010-11-24,2011-11-23,Male,48,2010-11-24,3,Saloon,,TOYOTA,Warri,Delta,Car Classic,0
4OESUFK,2010-09-04,2011-09-03,Joint Gender,42,2010-09-04,1,,,,,,CarSafe,0
4OFCO0N,2010-01-07,2011-01-06,Male,47,2010-01-07,1,JEEP,Brown,TOYOTA,Victoria Island,Lagos,Car Classic,0
4ONEBZO,2010-07-05,2011-07-04,Male,1,2010-07-05,1,Saloon,,TOYOTA,,,CarSafe,0
4OPBJ6T,2010-01-23,2011-01-22,Male,20,2010-01-23,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0
4OVDP9C,2010-01-10,2011-01-09,Female,37,2010-01-10,1,Saloon,,TOYOTA,,,CarSafe,0
4OXQ607,2010-12-23,2011-12-22,,2,2010-12-23,1,,,,Victoria Island,Lagos,Car Classic,0
4P12LV0,2010-08-09,2011-08-08,Female,40,2010-08-09,1,Saloon,Silver,Kia,,,Car Classic,0
4PBB0XF,2010-08-29,2011-08-28,Male,40,2010-08-29,1,Saloon,Grey,TOYOTA,,,Car Classic,0
4PFVM1J,2010-05-20,2011-05-19,Female,38,2010-05-20,1,Saloon,,TOYOTA,,,CarSafe,0
4PKGYFF,2010-05-21,2011-05-20,Female,60,2010-05-21,1,Saloon,Red,TOYOTA,,,Car Classic,1
4PQV41C,2010-01-04,2011-01-03,Male,50,2010-01-04,1,Saloon,,TOYOTA,,,CarSafe,0
4PRBBVN,2010-08-07,2011-08-06,Female,45,2010-08-07,1,,,,,,CarSafe,0
4PVS09F,2010-01-08,2011-01-07,Male,43,2010-01-08,1,Saloon,Black,Lexus,Lagos Island,Lagos,Car Plus,1
4PYTNUO,2010-11-18,2011-05-17,Male,40,2010-11-18,1,,,,Ikeja,Lagos,Car Classic,0
4Q14WYF,2010-12-20,2011-12-18,Male,62,2010-12-20,1,JEEP,Black,Jeep,Lagos Mainland,Lagos,Car Classic,0
4Q6U9ZE,2010-07-26,2011-07-25,Male,30,2010-07-26,1,Saloon,,Honda,,,CarSafe,0
4Q9OXA3,2010-03-20,2011-03-19,Female,38,2010-03-20,1,JEEP,,Ford,,,Car Classic,0
4QBAG5X,2010-11-25,2011-10-25,Male,120,2010-11-25,1,,,,Victoria Island,Lagos,CVTP,0
4QCHNSL,2010-03-12,2011-03-11,Male,31,2010-03-12,1,Saloon,,Skoda,,,CarSafe,0
4QCSRGW,2010-09-02,2011-09-01,Male,50,2010-09-02,1,,,,,,CarSafe,0
4QSFBX9,2010-09-16,2011-09-15,Female,39,2010-09-16,3,,,Ford,Port-Harcourt,Port-Harcourt,Car Classic,0
4QX0AKC,2010-03-28,2011-03-27,Female,69,2010-03-28,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
4R1HGWD,2010-10-07,2011-10-06,Male,40,2010-10-07,1,,,,,,CarSafe,0
4R59XTA,2010-06-22,2011-06-21,Female,60,2010-06-22,2,JEEP,Gold,TOYOTA,,,Car Classic,0
4R7ZNWW,2010-11-22,2011-11-20,Female,44,2010-11-22,1,,,,,,CarSafe,0
4RFMO23,2010-12-02,2011-12-01,Male,37,2010-12-02,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
4RH306G,2010-04-29,2011-04-28,Male,50,2010-04-29,1,Saloon,,Honda,Surulere,Lagos,CarSafe,0
4RL3I16,2010-09-24,2011-09-23,Male,46,2010-09-24,1,,,,,,CarSafe,0
4RMAZ9Y,2010-01-29,2011-01-28,Male,34,2010-01-29,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
4RMLNE8,2010-10-10,2011-10-09,Male,50,2010-10-10,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
4RNVFPV,2010-02-10,2011-02-09,Joint Gender,64,2010-02-10,2,,,Honda,Ikeja,Lagos,Car Classic,0
4RSZX4Y,2010-02-21,2011-02-11,Entity,120,2010-02-21,3,JEEP,,TOYOTA,Lagos Island,Lagos,Car Classic,0
4RT856R,2010-01-14,2011-01-13,Male,44,2010-01-14,3,JEEP,Black,Hyundai,Nsit Ubium,Nsit-Ubium,Car Classic,0
4RYPCCX,2010-02-06,2011-02-05,Male,36,2010-02-06,1,JEEP,Black,TOYOTA,Bonny,Benue,Car Classic,0
4S0IOTE,2010-01-24,2011-01-23,Male,49,2010-01-24,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,0
4S16Z9A,2010-10-04,2011-01-27,Male,42,2010-10-04,2,Saloon,,TOYOTA,,,Car Classic,0
4S1VB1L,2010-03-25,2011-03-24,Male,38,2010-03-25,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
4S7HJK8,2010-08-16,2011-08-15,Male,45,2010-08-16,2,Saloon,,Dodge,Ikeja,Lagos,CarSafe,0
4SAUIR3,2010-08-24,2011-08-23,Male,44,2010-08-24,1,,Black,Land Rover,Victoria Island,Lagos,Car Classic,0
4SFX37T,2010-03-20,2011-03-19,Male,48,2010-03-20,2,Wagon,,Peugeot,Abuja Municipal,Abuja-Municipal,Car Classic,0
4SOBI5D,2010-05-21,2011-05-20,Male,36,2010-05-21,1,Saloon,Black,Honda,,,Car Classic,1
4SRT81J,2010-11-06,2011-08-06,Male,52,2010-11-06,3,Saloon,Black,TOYOTA,Apapa,Lagos,Car Classic,0
4SS7EPT,2010-12-11,2011-12-10,Male,37,2010-12-11,1,,,,,,CarSafe,0
4T7Y23H,2010-11-30,2011-05-30,Female,28,2010-11-30,1,JEEP,,TOYOTA,,,CarFlex,0
4T92ECM,2010-03-27,2011-03-26,Female,49,2010-03-27,1,,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
4TB713K,2010-09-25,2011-09-24,Female,31,2010-09-25,2,,,,Lagos Island,Lagos,Car Plus,0
4TKS9WF,2010-03-28,2011-03-27,Female,56,2010-03-28,3,JEEP,Black,Mitsubishi,Ikoyi,Lagos,Customized Motor,0
4TPHV6K,2010-09-03,2011-09-02,Male,45,2010-09-03,2,JEEP,Black,Land Rover,Eti-Osa,Eti-Osa,Customized Motor,0
4TXXN9D,2010-09-03,2011-01-14,Male,52,2010-09-03,1,,,,,,Car Classic,0
4TYCXLV,2010-09-19,2011-09-18,Female,28,2010-09-19,1,Saloon,Silver,TOYOTA,,,Car Classic,1
4TZOTX3,2010-06-10,2011-06-09,Male,39,2010-06-10,2,Saloon,Red,Honda,,,Car Classic,0
4U0PSDP,2010-12-09,2011-12-07,Male,45,2010-12-09,1,,,,,,CarSafe,0
4U23OF8,2010-12-05,2011-12-04,Female,19,2010-12-05,1,,,,,,CarSafe,0
4U5LNB6,2010-01-05,2011-01-04,Female,37,2010-01-05,1,Saloon,,TOYOTA,,,CarSafe,0
4U5WCL3,2010-03-21,2011-03-03,Female,36,2010-03-21,1,Saloon,Silver,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
4U77288,2010-01-03,2011-01-02,Male,35,2010-01-03,1,Saloon,White,TOYOTA,Mushin,Lagos,Car Classic,1
4UN2CWH,2010-08-24,2011-08-22,Male,32,2010-08-24,1,Saloon,Black,TOYOTA,,,Car Classic,0
4UNYYBW,2010-06-20,2011-06-19,Joint Gender,61,2010-06-20,1,Saloon,,Hummer,,,CarSafe,0
4UOAKZ4,2010-05-28,2011-05-26,Female,42,2010-05-28,1,JEEP,,Ford,,,CarSafe,0
4V0FMX9,2010-12-23,2011-12-22,Entity,60,2010-12-23,2,,,Ford,Udi Agwu,Udi-Agwu,CVTP,0
4V66R12,2010-01-21,2011-01-05,,20,2010-01-21,3,JEEP,,Land Rover,Victoria Island,Lagos,Customized Motor,0
4VA3HWV,2010-02-18,2011-02-17,Male,37,2010-02-18,1,Saloon,Blue,Honda,Abuja,Abuja,Car Classic,0
4VAZSZN,2010-12-24,2011-12-23,Female,60,2010-12-24,3,JEEP,Black,Mercedes,,,Car Classic,0
4VB47QF,2010-12-24,2011-12-23,Male,50,2010-12-24,1,,,,,,CarSafe,0
4VCE2M5,2010-11-21,2011-10-04,Male,40,2010-11-21,1,,,,,,Car Classic,0
4VD5QE8,2010-06-18,2011-06-17,Male,40,2010-06-18,1,Saloon,,Honda,,,CarSafe,0
4VM1GX1,2010-05-14,2011-05-13,Male,37,2010-05-14,1,Saloon,Silver,TOYOTA,,,Car Classic,0
4VOEQPT,2010-11-06,2011-11-05,Female,40,2010-11-06,1,,,,,,CarSafe,0
4VPHMUS,2010-04-15,2011-02-21,Male,44,2010-04-15,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,0
4VU2JTY,2010-04-16,2011-04-15,NOT STATED,10,2010-04-16,1,Saloon,Ash,TOYOTA,,,Car Classic,0
4VVRRXB,2010-08-10,2011-08-09,Male,48,2010-08-10,1,JEEP,Ash,TOYOTA,Victoria Island,Lagos,Car Classic,0
4W1XG0W,2010-02-04,2011-02-03,Male,31,2010-02-04,1,Saloon,,Honda,,,CarSafe,0
4W2J2NJ,2010-11-19,2011-11-18,Male,40,2010-11-19,2,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
4W6OY1O,2010-01-25,2011-01-24,Female,45,2010-01-25,1,Saloon,,Lexus,,,CarSafe,0
4WDGCUH,2010-07-03,2011-07-02,Male,33,2010-07-03,1,Saloon,,TOYOTA,,,CarSafe,0
4WL1ZTN,2010-09-04,2011-09-03,Male,50,2010-09-04,2,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
4WOCN4I,2010-04-06,2011-04-05,Male,75,2010-04-06,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
4WPAHP8,2010-01-21,2011-01-20,Male,39,2010-01-21,1,Saloon,Grey,Honda,Abuja,Abuja,Car Classic,1
4WPKOV2,2010-08-29,2011-08-28,Male,44,2010-08-29,1,JEEP,Black,TOYOTA,,,Car Classic,1
4WU328S,2010-06-23,2011-06-03,Male,69,2010-06-23,1,Saloon,,TOYOTA,Kosofe,Benue,Car Classic,0
4WY80QH,2010-06-13,2011-06-12,Male,40,2010-06-13,1,Saloon,,Honda,,,CarSafe,0
4WZJZM2,2010-02-01,2011-01-31,Female,46,2010-02-01,1,Saloon,,TOYOTA,,,CarSafe,0
4X10I3N,2010-05-03,2011-05-02,Female,43,2010-05-03,1,Saloon,Grey,TOYOTA,,,Car Classic,0
4X2RHDF,2010-12-02,2011-12-01,Female,16,2010-12-02,1,,,,,,CarSafe,0
4X54V1V,2010-02-12,2011-02-11,Male,42,2010-02-12,1,Saloon,,TOYOTA,,,CarSafe,0
4X566E0,2010-06-02,2011-06-01,Female,30,2010-06-02,2,Saloon,As Attached,TOYOTA,Osogbo,Osun,Car Plus,1
4X9S17X,2010-03-14,2011-03-13,Female,68,2010-03-14,1,Saloon,Blue,TOYOTA,,,Car Plus,0
4XQY4UK,2010-07-25,2011-07-23,Male,27,2010-07-25,1,Saloon,,Kia,,,CarSafe,0
4XW2MAI,2010-12-03,2011-12-02,Male,45,2010-12-03,2,Saloon,Silver,Kia,Eti-Osa,Eti-Osa,Customized Motor,0
4YJXNEV,2010-01-25,2011-01-24,NO GENDER,42,2010-01-25,1,Saloon,,TOYOTA,,,CarSafe,0
4YTGYRO,2010-10-08,2011-02-24,Male,51,2010-10-08,4,Saloon,,BMW,Victoria Island,Lagos,Customized Motor,0
4YVWGZZ,2010-08-23,2011-08-22,Female,63,2010-08-23,1,,,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
4YXPRDH,2010-11-20,2011-11-19,Male,40,2010-11-20,1,Saloon,,TOYOTA,,,CarSafe,0
4Z0XRZ8,2010-07-31,2011-07-30,Female,43,2010-07-31,1,Saloon,As Attached,TOYOTA,Benin,Edo,Car Classic,0
4Z314UZ,2010-03-27,2011-03-26,,120,2010-03-27,1,Saloon,Silver,Kia,Victoria Island,Lagos,Customized Motor,0
4Z83OCW,2010-07-24,2011-07-23,Female,38,2010-07-24,1,Saloon,,Peugeot,,,CarSafe,0
4ZF5JL2,2010-10-04,2011-01-03,Male,36,2010-10-04,1,Saloon,,Lexus,Jos North,Jos-North,Car Classic,1
4ZOBNZI,2010-04-10,2011-04-09,Male,38,2010-04-10,2,Saloon,Black,TOYOTA,Essien Udim,Essien-Udim,Car Plus,0
4ZOPVAA,2010-10-28,2011-10-27,Female,42,2010-10-28,1,JEEP,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
4ZOWQHY,2010-03-21,2011-03-20,Male,41,2010-03-21,1,Saloon,Ash,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,1
4ZY1I66,2010-12-06,2011-12-05,NOT STATED,40,2010-12-06,1,,,,,,CarSafe,0
500MC6F,2010-07-26,2011-07-25,Female,38,2010-07-26,1,Saloon,Black,Nissan,Ibadan North West,Ibadan-West,Car Classic,0
506TDTN,2010-10-14,2011-04-13,Male,36,2010-10-14,1,JEEP,,Lexus,,,Car Classic,1
5097LR3,2010-01-11,2011-01-10,Male,38,2010-01-11,2,,,TOYOTA,,,Car Classic,0
50ECL34,2010-07-18,2011-01-15,Male,33,2010-07-18,1,Saloon,Gold,TOYOTA,,,Car Classic,0
50EPBEY,2010-12-04,2011-12-03,Male,76,2010-12-04,1,JEEP,Black,TOYOTA,Owerri West ,Owerri-West,Car Classic,0
50JO1FP,2010-03-22,2011-03-21,Male,39,2010-03-22,1,Saloon,Black,TOYOTA,Abuja,Abuja,Car Classic,0
50NJR6I,2010-07-01,2011-02-27,Male,37,2010-07-01,2,Saloon,As Attached,TOYOTA,Warri,Delta,Car Classic,1
516TQBV,2010-09-26,2011-09-25,Male,62,2010-09-26,1,,,,Victoria Island,Lagos,Car Classic,0
